Fecha_Hora,Prediccion_Recursiva,Temperatura_Real,Error
2025-11-06 17:00:00,15.43617190519881,8.94,-6.4961719051988105
2025-11-06 18:00:00,15.199305053794275,8.94,-6.259305053794275
2025-11-06 19:00:00,14.450074856956823,8.94,-5.510074856956823
2025-11-06 20:00:00,14.403027711912618,8.94,-5.463027711912618
2025-11-06 21:00:00,14.301140238254503,8.94,-5.361140238254503
2025-11-06 22:00:00,14.202322211764496,8.94,-5.262322211764497
2025-11-06 23:00:00,14.143546411264593,8.94,-5.203546411264593
