,temp,anio_actual,temp_hace1hora,temp_hace3horas,temp_hace6horas,temp_hace12horas,temp_hace1dia,temp_hace3dias,temp_hace5dias,temp_hace1semana,temp_hace1mes,temp_hace1anio,hora_sin,hora_cos,mes_sin,mes_cos,dia_anio_sin,dia_anio_cos,temperatura_hace1hora,temperatura_hace3horas,temperatura_hace6horas,temperatura_hace12horas,temperatura_hace1dia,temperatura_hace3dias,temperatura_hace1semana,temperatura_hace1anio,temp_media_ultimas_3h,temp_media_ultimas_24h
2025-11-11 16:00:00,16.457054639108524,2025.0,,,,,,,,,,,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,-0.7583058084785625,0.6518989958787125,18.00486421047205,17.521342392999504,17.01845683679603,13.46073973555306,9.7,22.2,20.1,25.6,17.648042461639015,13.355352434463432
2025-11-11 17:00:00,15.620967229454855,2025.0,,,,,,,,,,,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,-0.7583058084785625,0.6518989958787125,16.457054639108524,17.417920781445492,17.349188500574222,13.326738996301103,9.7,21.3,19.9,24.6,17.293279877008686,13.636896377759621
2025-11-11 18:00:00,15.276895025374992,2025.0,,,,,,,,,,,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,-0.7583058084785625,0.6518989958787125,15.620967229454855,18.00486421047205,17.51058386598069,13.864024074209071,9.5,20.4,20.0,22.4,16.694295359678474,13.883603345653574
2025-11-11 19:00:00,14.773401148839211,2025.0,,,,,,,,,,,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,-0.7583058084785625,0.6518989958787125,15.276895025374992,16.457054639108524,17.521342392999504,14.259421865917883,9.0,18.9,17.0,20.1,15.784972297979458,14.124307305044198
2025-11-11 20:00:00,14.522938415338208,2025.0,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.7583058084785625,0.6518989958787125,14.773401148839211,15.620967229454855,17.417920781445492,14.704208912843507,10.9,17.0,17.7,18.8,15.223754467889686,14.36486568624583
2025-11-11 21:00:00,14.24793867448197,2025.0,,,,,,,,,,,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,-0.7583058084785625,0.6518989958787125,14.522938415338208,15.276895025374992,18.00486421047205,16.132791166518732,9.0,17.7,14.6,17.2,14.857744863184138,14.51582145355159
2025-11-11 22:00:00,14.085285190543848,2025.0,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,-0.7583058084785625,0.6518989958787125,14.24793867448197,14.773401148839211,16.457054639108524,17.01845683679603,8.9,17.4,14.1,17.3,14.514759412886463,14.734485564988338
2025-11-11 23:00:00,14.02105569267217,2025.0,,,,,,,,,,,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,-0.7583058084785625,0.6518989958787125,14.085285190543848,14.522938415338208,15.620967229454855,17.349188500574222,8.9,16.8,13.7,15.5,14.285387426788008,14.950539114594333
2025-11-12 00:00:00,13.912403979922626,2025.0,,,,,,,,,,,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,14.02105569267217,14.24793867448197,15.276895025374992,17.51058386598069,13.786163182362083,16.2,13.3,14.4,14.118093185899331,15.163916435122339
2025-11-12 01:00:00,13.739903502480082,2025.0,,,,,,,,,,,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.912403979922626,14.085285190543848,14.773401148839211,17.521342392999504,13.45906235397591,15.7,12.8,13.8,14.006248287712884,15.16917646835403
2025-11-12 02:00:00,13.684740885984679,2025.0,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.739903502480082,14.02105569267217,14.522938415338208,17.417920781445492,13.523785247349524,5.0,12.4,11.3,13.891121058358294,15.180878182875036
2025-11-12 03:00:00,13.694358583273832,2025.0,,,,,,,,,,,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.684740885984679,13.912403979922626,14.24793867448197,18.00486421047205,13.589166303823493,14.7,12.0,8.4,13.779016122795795,15.187584667818166
2025-11-12 04:00:00,13.540659454485944,2025.0,,,,,,,,,,,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.694358583273832,13.739903502480082,14.085285190543848,16.457054639108524,13.46073973555306,5.4,8.0,5.1,13.706334323912865,15.191967679461932
2025-11-12 05:00:00,13.390745292252534,2025.0,,,,,,,,,,,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.540659454485944,13.684740885984679,14.02105569267217,15.620967229454855,13.326738996301103,5.0,11.4,5.1,13.63991964124815,15.1952976677508
2025-11-12 06:00:00,13.928030370160503,2025.0,,,,,,,,,,,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.390745292252534,13.694358583273832,13.912403979922626,15.276895025374992,13.864024074209071,3.0,11.2,6.5,13.541921110004104,15.197964596748777
2025-11-12 07:00:00,14.35497610303817,2025.0,,,,,,,,,,,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.928030370160503,13.540659454485944,13.739903502480082,14.773401148839211,14.259421865917883,13.3,3.0,10.8,13.619811705632992,15.200631525746752
2025-11-12 08:00:00,14.799763149963795,2025.0,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,14.35497610303817,13.390745292252534,13.684740885984679,14.522938415338208,14.704208912843507,14.5,11.7,12.0,13.891250588483736,15.204612952293433
2025-11-12 09:00:00,17.470154422085585,2025.0,,,,,,,,,,,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,14.799763149963795,13.928030370160503,13.694358583273832,14.24793867448197,16.132791166518732,11.0,13.8,15.4,14.360923207720823,15.208594378840111
2025-11-12 10:00:00,18.249302709117057,2025.0,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,17.470154422085585,14.35497610303817,13.540659454485944,14.085285190543848,17.01845683679603,17.5,15.8,17.9,15.541631225029183,15.264317847822063
2025-11-12 11:00:00,18.517346212504258,2025.0,,,,,,,,,,,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,18.249302709117057,14.799763149963795,13.390745292252534,14.02105569267217,17.349188500574222,18.9,17.5,20.1,16.839740093722146,15.315603092502107
2025-11-12 12:00:00,18.54096923911722,2025.0,,,,,,,,,,,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,18.517346212504258,17.470154422085585,13.928030370160503,13.912403979922626,17.51058386598069,20.0,19.0,23.5,18.078934447902302,15.36427633049919
2025-11-12 13:00:00,18.605945030491064,2025.0,,,,,,,,,,,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,18.54096923911722,18.249302709117057,14.35497610303817,13.739903502480082,17.521342392999504,22.0,20.0,23.0,18.435872720246177,15.407209054379882
2025-11-12 14:00:00,18.502523418937052,2025.0,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,18.605945030491064,18.517346212504258,14.799763149963795,13.684740885984679,17.417920781445492,23.0,20.6,23.8,18.554753494037517,15.452400830942027
2025-11-12 15:00:00,18.059081474827078,2025.0,,,,,,,,,,,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,18.502523418937052,18.54096923911722,17.470154422085585,13.694358583273832,18.00486421047205,25.0,20.8,24.4,18.549812562848448,15.497592607504176
2025-11-12 16:00:00,17.04050298776925,2025.0,,,,,,,,,,,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,18.059081474827078,18.605945030491064,18.249302709117057,13.540659454485944,16.457054639108524,21.4,20.7,24.3,18.389183308085066,15.499851660185636
2025-11-12 17:00:00,15.916915191110547,2025.0,,,,,,,,,,,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,17.04050298776925,18.502523418937052,18.517346212504258,13.390745292252534,15.620967229454855,23.0,23.0,23.5,17.867369293844458,15.524162008046497
2025-11-12 18:00:00,15.374655111409076,2025.0,,,,,,,,,,,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,15.916915191110547,18.059081474827078,18.54096923911722,13.928030370160503,15.276895025374992,16.0,21.8,22.7,17.00549988456896,15.536493173115486
2025-11-12 19:00:00,14.910877822614914,2025.0,,,,,,,,,,,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,15.374655111409076,17.04050298776925,18.605945030491064,14.35497610303817,14.773401148839211,16.2,19.0,19.5,16.11069109676296,15.540566510033573
2025-11-12 20:00:00,14.542508022228086,2025.0,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,14.910877822614914,15.916915191110547,18.502523418937052,14.799763149963795,14.522938415338208,15.0,16.2,18.7,15.400816041711513,15.546294704774226
2025-11-12 21:00:00,14.426422043304676,2025.0,,,,,,,,,,,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,14.542508022228086,15.374655111409076,18.059081474827078,17.470154422085585,14.24793867448197,13.7,15.6,17.5,14.942680318750691,15.547110105061307
2025-11-12 22:00:00,14.116317274881872,2025.0,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,14.426422043304676,14.910877822614914,17.04050298776925,18.249302709117057,14.085285190543848,10.0,15.1,16.8,14.626602629382559,15.554546912095583
2025-11-12 23:00:00,14.054759776506703,2025.0,,,,,,,,,,,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,14.116317274881872,14.542508022228086,15.916915191110547,18.517346212504258,14.02105569267217,9.0,14.7,16.5,14.361749113471545,15.555839915609669
2025-11-13 00:00:00,13.983554440408797,2025.0,,,,,,,,,,,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.7354170229639858,0.6776147890466887,14.054759776506703,14.426422043304676,15.374655111409076,18.54096923911722,13.912403979922626,11.2,14.1,15.2,14.19916636489775,15.557244252436107
2025-11-13 01:00:00,13.75947310936996,2025.0,,,,,,,,,,,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,-0.7354170229639858,0.6776147890466887,13.983554440408797,14.116317274881872,14.910877822614914,18.605945030491064,13.739903502480082,10.6,13.6,14.2,14.051543830599124,15.560208854956366
2025-11-13 02:00:00,13.688397069893105,2025.0,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,-0.7354170229639858,0.6776147890466887,13.75947310936996,14.054759776506703,14.542508022228086,18.502523418937052,13.684740885984679,6.0,8.0,13.6,13.932595775428487,15.561024255243444
2025-11-13 03:00:00,13.747920016682418,2025.0,,,,,,,,,,,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,-0.7354170229639858,0.6776147890466887,13.688397069893105,13.983554440408797,14.426422043304676,18.059081474827078,13.694358583273832,9.6,8.6,11.8,13.810474873223955,15.561176596239628
