,temp,anio_actual,temp_hace1hora,temp_hace3horas,temp_hace6horas,temp_hace12horas,temp_hace1dia,temp_hace3dias,temp_hace5dias,temp_hace1semana,temp_hace1mes,temp_hace1anio,hora_sin,hora_cos,mes_sin,mes_cos,dia_anio_sin,dia_anio_cos,temperatura_hace1hora,temperatura_hace3horas,temperatura_hace6horas,temperatura_hace12horas,temperatura_hace1dia,temperatura_hace3dias,temperatura_hace1semana,temperatura_hace1anio,temp_media_ultimas_3h,temp_media_ultimas_24h
2025-11-12 00:00:00,13.629175343820064,2025.0,,,,,,,,,,,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,12.5,13.5,16.1,14.0,8.6,16.2,13.3,14.4,13.0,11.675000000000002
2025-11-12 01:00:00,13.434014575748156,2025.0,,,,,,,,,,,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.629175343820064,13.0,16.5,15.1,8.5,15.7,12.8,13.8,13.043058447940021,11.88454897265917
2025-11-12 02:00:00,13.434014575748156,2025.0,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.434014575748156,12.5,14.0,16.0,8.3,5.0,12.4,11.3,13.187729973189407,12.090132913315344
2025-11-12 03:00:00,13.417581979505051,2025.0,,,,,,,,,,,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.434014575748156,13.629175343820064,13.5,20.0,2.5,14.7,12.0,8.4,13.499068165105458,12.304050187304851
2025-11-12 04:00:00,13.352028620723258,2025.0,,,,,,,,,,,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.417581979505051,13.434014575748156,13.0,20.0,2.0,5.4,8.0,5.1,13.42853704366712,12.758949436450893
2025-11-12 05:00:00,13.342039154777863,2025.0,,,,,,,,,,,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.352028620723258,13.434014575748156,12.5,17.1,8.2,5.0,11.4,5.1,13.401208391992157,13.23195062898103
2025-11-12 06:00:00,13.664510515938725,2025.0,,,,,,,,,,,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.342039154777863,13.417581979505051,13.629175343820064,16.1,3.0,3.0,11.2,6.5,13.370549918335392,13.446202260430107
2025-11-12 07:00:00,14.149191038704078,2025.0,,,,,,,,,,,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,13.664510515938725,13.352028620723258,13.434014575748156,16.5,12.0,13.3,3.0,10.8,13.452859430479949,13.890556865260885
2025-11-12 08:00:00,14.721583220941064,2025.0,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,14.149191038704078,13.342039154777863,13.434014575748156,14.0,8.9,14.5,11.7,12.0,13.718580236473557,13.980106491873556
2025-11-12 09:00:00,16.352423464718104,2025.0,,,,,,,,,,,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,14.721583220941064,13.664510515938725,13.417581979505051,13.5,5.0,11.0,13.8,15.4,14.178428258527957,14.222672459412768
2025-11-12 10:00:00,17.126531799171502,2025.0,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,16.352423464718104,14.149191038704078,13.352028620723258,13.0,11.4,17.5,15.8,17.9,15.074399241454415,14.695690103776021
2025-11-12 11:00:00,17.192215117808722,2025.0,,,,,,,,,,,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,17.126531799171502,14.721583220941064,13.342039154777863,12.5,14.0,18.9,17.5,20.1,16.066846161610226,14.934295595408168
2025-11-12 12:00:00,17.33155954437215,2025.0,,,,,,,,,,,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,17.192215117808722,16.352423464718104,13.664510515938725,13.629175343820064,14.0,20.0,19.0,23.5,16.890390127232774,15.067304558650198
2025-11-12 13:00:00,17.4912786890367,2025.0,,,,,,,,,,,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,17.33155954437215,17.126531799171502,14.149191038704078,13.434014575748156,15.1,22.0,20.0,23.0,17.216768820450792,15.206119539665705
2025-11-12 14:00:00,17.488928294489426,2025.0,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,17.4912786890367,17.192215117808722,14.721583220941064,13.434014575748156,16.0,23.0,20.6,23.8,17.338351117072524,15.3057561517089
2025-11-12 15:00:00,17.81745535713744,2025.0,,,,,,,,,,,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866,17.488928294489426,17.33155954437215,16.352423464718104,13.417581979505051,20.0,25.0,20.8,24.4,17.437255509299426,15.36779483064596
